location_id,state,district,city,locality
1458,Uttarakhand,Pithoragarh,Pithoragarh,Pithoragarh
1459,Uttarakhand,Pithoragarh,Champawat,Champawat
1460,Uttarakhand,Rudraprayag,Ukhimath,Ukhimath
1461,Uttarakhand,Rudraprayag,Rudraprayag,Rudraprayag
1462,Uttarakhand,Tehri Garhwal,Chamba,Chamba
1463,Uttarakhand,Tehri Garhwal,Tehri,Tehri
1464,Uttarakhand,Tehri Garhwal,New Tehri,New Tehri
1465,Uttarakhand,Udham Singh Nagar,Rudrapur,Rudrapur
1466,Uttarakhand,Udham Singh Nagar,Kashipur,Kashipur
1467,Uttarakhand,Udham Singh Nagar,Khatima,Khatima
1468,Uttarakhand,Uttarkashi,Uttarkashi,Uttarkashi
1469,West Bengal,Alipurduar,Alipurduar,Alipurduar
1470,West Bengal,Bankura,Bankura,Bankura
1471,West Bengal,Bankura,Bishnupur,Bishnupur
1472,West Bengal,Birbhum,Suri,Suri
1473,West Bengal,Birbhum,Bolpur,Bolpur
1474,West Bengal,Birbhum,Shantiniketan,Shantiniketan
1475,West Bengal,Cooch Behar,Cooch Behar,Cooch Behar
1476,West Bengal,Cooch Behar,Dinhata,Dinhata
1477,West Bengal,Dakshin Dinajpur,Balurghat,Balurghat
1478,West Bengal,Darjeeling,Siliguri,Siliguri
1479,West Bengal,Darjeeling,Darjeeling,Darjeeling
1480,West Bengal,Darjeeling,Kurseong,Kurseong
1481,West Bengal,Hooghly,Hooghly,Hooghly
1482,West Bengal,Hooghly,Serampore,Serampore
1483,West Bengal,Hooghly,Chandannagar,Chandannagar
1484,West Bengal,Hooghly,Uttarpara,Uttarpara
1485,West Bengal,Howrah,Howrah,Howrah
1486,West Bengal,Howrah,Bagnan,Bagnan
1487,West Bengal,Howrah,Uluberia,Uluberia
1488,West Bengal,Jalpaiguri,Jalpaiguri,Jalpaiguri
1489,West Bengal,Jalpaiguri,Alipurduar,Alipurduar
1490,West Bengal,Jhargram,Jhargram,Jhargram
1491,West Bengal,Kalimpong,Kalimpong,Kalimpong
1492,West Bengal,Kolkata,Salt Lake,Salt Lake
1493,West Bengal,Kolkata,Dum Dum,Dum Dum
1494,West Bengal,Kolkata,Kolkata,Kolkata
1495,West Bengal,Kolkata,Behala,Behala
1496,West Bengal,Kolkata,Tollygunge,Tollygunge
1497,West Bengal,Kolkata,Jadavpur,Jadavpur
1498,West Bengal,Kolkata,New Town,New Town
1499,West Bengal,Kolkata,Park Street,Park Street
1500,West Bengal,Malda,Old Malda,Old Malda
1501,West Bengal,Malda,Malda,Malda
1502,West Bengal,Malda,English Bazar,English Bazar
1503,West Bengal,Murshidabad,Lalbagh,Lalbagh
1504,West Bengal,Murshidabad,Berhampore,Berhampore
1505,West Bengal,Nadia,Krishnanagar,Krishnanagar
1506,West Bengal,Nadia,Kalyani,Kalyani
1507,West Bengal,Nadia,Nabadwip,Nabadwip
1508,West Bengal,Nadia,Ranaghat,Ranaghat
1509,West Bengal,North 24 Parganas,Basirhat,Basirhat
1510,West Bengal,North 24 Parganas,Barasat,Barasat
1511,West Bengal,North 24 Parganas,Bongaon,Bongaon
1512,West Bengal,North 24 Parganas,Habra,Habra
1513,West Bengal,North 24 Parganas,Barrackpore,Barrackpore
1514,West Bengal,Paschim Bardhaman,Paschim Bardhaman,Paschim Bardhaman
1515,West Bengal,Paschim Medinipur,Kharagpur,Kharagpur
1516,West Bengal,Paschim Medinipur,Midnapore,Midnapore
1517,West Bengal,Purba Bardhaman,Durgapur,Durgapur
1518,West Bengal,Purba Bardhaman,Bardhaman,Bardhaman
1519,West Bengal,Purba Medinipur,Tamluk,Tamluk
1520,West Bengal,Purba Medinipur,Haldia,Haldia
1521,West Bengal,Purba Medinipur,Contai,Contai
1522,West Bengal,Purba Medinipur,Digha,Digha
1523,West Bengal,Purulia,Purulia,Purulia
1524,West Bengal,Purulia,Raghunathpur,Raghunathpur
1525,West Bengal,South 24 Parganas,Canning,Canning
1526,West Bengal,South 24 Parganas,Diamond Harbour,Diamond Harbour
1527,West Bengal,South 24 Parganas,Kakdwip,Kakdwip
1528,West Bengal,South 24 Parganas,Baruipur,Baruipur
1529,West Bengal,Uttar Dinajpur,Islampur,Islampur
1530,West Bengal,Uttar Dinajpur,Raiganj,Raiganj
